item_id,recommend,genres,sentiment_analysis,genres_Action,genres_Adventure,genres_Animation &amp; Modeling,genres_Audio Production,genres_Casual,genres_Design &amp; Illustration,genres_Early Access,genres_Education,genres_Free to Play,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Software Training,genres_Sports,genres_Strategy,genres_Utilities,genres_Video Production,genres_Web Publishing
252950,True,"['Action', 'Indie', 'Racing', 'Sports']",2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
304930,True,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4000,True,"['Indie', 'Simulation']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
42910,True,"['Action', 'RPG']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232090,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224260,True,"['Action', 'Free to Play', 'Indie']",2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49520,True,"['Action', 'RPG']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220200,True,"['Indie', 'Simulation']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
218740,True,"['Adventure', 'Indie']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238090,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242130,True,"['Action', 'Indie', 'Simulation']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
277430,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8870,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368230,True,"['Indie', 'Simulation', 'Strategy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
33930,True,"['Action', 'Simulation', 'Strategy']",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
219640,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287980,True,"['Indie', 'Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
208090,True,"['Action', 'Free to Play', 'Indie']",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
242700,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221100,True,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
331470,True,"['Adventure', 'Casual', 'Free to Play', 'Indie']",2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
323370,True,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
48700,True,"['Action', 'RPG']",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238460,True,"['Action', 'Adventure', 'Casual', 'Indie']",2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34900,True,['Indie'],2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113200,True,"['Action', 'Adventure', 'Indie', 'RPG']",0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
213670,True,"['Action', 'Adventure', 'RPG']",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105600,True,"['Action', 'Adventure', 'Indie', 'RPG']",0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
620,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317360,True,"['Action', 'Free to Play', 'Indie']",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223710,True,"['Action', 'Adventure', 'Indie']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299360,True,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
322330,True,"['Adventure', 'Indie', 'Simulation']",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12100,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204360,True,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1840,True,"['Animation &amp; Modeling', 'Video Production']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449140,True,"['Free to Play', 'Indie', 'Strategy']",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
368730,True,"['Action', 'Adventure', 'Casual', 'Indie']",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427270,True,"['Action', 'Free to Play', 'Strategy']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
397100,True,"['Free to Play', 'Indie', 'Simulation', 'Early Access']",1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
248570,True,"['Action', 'Free to Play', 'Indie', 'Strategy']",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
298630,True,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
376920,True,"['Action', 'Casual', 'Indie']",2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257750,True,"['Action', 'Adventure', 'Casual', 'Indie']",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221910,True,"['Adventure', 'Indie']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2280,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417860,False,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
222880,True,"['Action', 'Indie', 'Strategy']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
377160,True,['RPG'],2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252490,True,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
242920,True,"['Indie', 'Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
251990,True,"['Indie', 'RPG', 'Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
344760,False,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
236430,True,"['Action', 'RPG']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399730,True,"['Action', 'Indie', 'Racing', 'Sports']",2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
219150,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239820,True,"['Casual', 'Indie', 'Simulation', 'Strategy']",2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
17410,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270550,True,"['Action', 'Casual', 'Indie', 'Strategy']",2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
274940,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333930,True,"['Action', 'Free to Play']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294100,True,"['Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
212070,True,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
264140,True,"['Adventure', 'Indie', 'RPG', 'Simulation']",2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
332800,True,['Indie'],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319630,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55230,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32430,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35450,True,"['Action', 'Massively Multiplayer', 'Simulation']",2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
212680,True,"['Indie', 'Simulation', 'Strategy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
391540,True,"['Indie', 'RPG']",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
113400,True,"['Action', 'Free to Play', 'Massively Multiplayer']",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
200510,True,['Strategy'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200210,True,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
304050,True,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
265610,True,"['Adventure', 'RPG']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264200,True,"['Action', 'Casual', 'Indie']",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210770,True,"['Action', 'Indie', 'Strategy']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
351640,True,"['Action', 'Free to Play', 'Indie', 'RPG']",2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
47870,True,['Racing'],2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253710,False,"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
339280,True,"['Action', 'Free to Play', 'RPG', 'Strategy']",2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
203290,True,"['Action', 'Free to Play']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233150,True,"['Action', 'Indie', 'Simulation']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
346330,False,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Early Access']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
295550,True,"['Free to Play', 'Massively Multiplayer', 'RPG']",2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
250180,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227940,True,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
17520,True,"['Action', 'Free to Play']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113420,True,"['Free to Play', 'Massively Multiplayer', 'RPG']",2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
320760,True,['Adventure'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233720,True,"['Action', 'Indie', 'Simulation']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
220240,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333950,True,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
107410,True,"['Action', 'Simulation', 'Strategy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
206210,True,"['Action', 'Free to Play']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
299740,False,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0
209870,True,"['Action', 'Free to Play']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322170,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362890,True,"['Action', 'Adventure', 'Indie', 'Early Access']",2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
346110,True,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
311560,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266430,True,"['Casual', 'Free to Play', 'Indie', 'Early Access']",2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
316010,True,"['Free to Play', 'Strategy']",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
249570,True,"['Indie', 'Massively Multiplayer', 'Strategy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
240,True,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365590,True,"['Action', 'Adventure', 'RPG']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298050,False,['Strategy'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301520,True,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
218230,False,"['Action', 'Free to Play', 'Massively Multiplayer']",2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
291550,False,"['Action', 'Free to Play', 'Indie']",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
206420,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454890,True,"['Action', 'Casual', 'Indie']",2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273350,True,"['Action', 'Free to Play']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370480,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266210,True,"['Indie', 'RPG']",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
287700,True,"['Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310950,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221380,True,['Strategy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222420,False,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271590,True,"['Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298110,True,"['Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222440,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259530,True,"['Action', 'Indie']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269210,False,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
317470,False,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
47410,True,"['Free to Play', 'Massively Multiplayer', 'Strategy']",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
365450,True,"['Indie', 'Simulation']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
245620,True,"['RPG', 'Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
70,True,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359550,False,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274980,True,"['Indie', 'Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10180,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437701,False,"['Action', 'Adventure', 'RPG']",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31280,True,"['Casual', 'Sports']",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8930,True,['Strategy'],2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237310,True,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
230410,True,"['Action', 'Free to Play']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231430,True,['Strategy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225540,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7940,True,['Action'],2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234190,True,"['Action', 'Indie', 'Simulation']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33900,True,"['Action', 'Simulation', 'Strategy']",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
261030,True,['Adventure'],2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243470,True,"['Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302830,False,"['Action', 'Free to Play', 'Early Access']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4700,True,['Strategy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203750,True,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355180,False,"['Action', 'Free to Play']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275850,False,"['Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400800,False,"['Racing', 'Simulation', 'Sports']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
433340,True,"['Action', 'Adventure', 'Indie', 'Simulation']",2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
242760,True,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
352460,True,"['Action', 'Adventure', 'Indie', 'Strategy']",2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322920,True,"['Action', 'Adventure', 'Simulation']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234792,True,['Action'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297130,True,"['Action', 'Adventure', 'Indie']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397570,True,"['Action', 'Indie']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278360,False,"['Adventure', 'Casual', 'Indie']",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441790,True,"['Action', 'Indie', 'RPG']",2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
265750,True,"['Action', 'Indie']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233110,False,"['Indie', 'Strategy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322910,False,"['Action', 'Indie', 'Strategy']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
276340,True,"['Casual', 'Simulation', 'Sports']",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
448530,True,['Indie'],2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304410,True,"['Casual', 'Indie', 'Strategy']",2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
274920,True,"['Animation &amp; Modeling', 'Video Production']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219890,True,"['Adventure', 'Indie']",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223510,True,"['Action', 'Adventure', 'Indie']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268750,True,"['Action', 'Adventure', 'Indie', 'RPG']",2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
360870,True,"['Casual', 'Free to Play']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12900,True,['Indie'],2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335670,True,"['Adventure', 'Indie', 'RPG']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
215080,True,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
244160,True,"['Simulation', 'Strategy']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
270880,True,"['Indie', 'Simulation']",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8190,True,"['Action', 'Adventure']",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247730,False,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
303390,False,"['Action', 'Casual', 'Indie']",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208812,False,"['Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
