user_id,total_spent,total_items_played,percent_recommended
112367263762,0.0,0,0.0
112asdasfasdasd,0.0,6,0.0
11345678,34802126.099999994,28,0.0
113595,132449950.6,54,3.7037037037037033
1136579070,50352363.7,58,1.7241379310344827
11464789,44310027.3,27,0.0
11567jj,62831906.9,87,1.1494252873563218
1163321,29946778.8,32,0.0
11697346,0.0,0,0.0
117007,5279271.8,11,0.0
117331,41472727.7,38,0.0
117a2,5539814.7,6,0.0
117arbiter,257243283.6,121,1.6528925619834711
11925219096,116660255.6,47,0.0
119922883377446655123456789,34244953.5,51,0.0
11XGX,206634950.29999998,126,1.5873015873015872
12021988,0.0,1,0.0
120445,162296302.2,106,0.0
120488700,51766619.0,16,0.0
12066gdc,0.0,0,0.0
12110604,13428091.9,13,0.0
1212343456567878909,28966753.7,23,0.0
12123871234989120,7066278.800000001,14,0.0
12125,133201088.3,85,0.0
12131sfadag,0.0,0,0.0
121478,302541521.1,89,0.0
121598558,0.0,5,0.0
1221341245,0.0,0,0.0
12223536,150534234.0,103,0.0
122249_700b,35132149.3,30,0.0
1225543bdfvd,0.0,0,0.0
122799,11275891.299999999,13,0.0
1231231222312312312312,0.0,0,0.0
123123123131231231,8476147.6,9,0.0
12312312332123,40799110.5,27,3.7037037037037033
12312321312v312v31,0.0,0,0.0
12312341244123,84453785.60000001,38,0.0
123123718417671290,0.0,0,0.0
1231343263534243534,70123708.6,38,0.0
123232343432555686888554456555,104279922.6,56,1.7857142857142856
1232999,111222191.7,56,0.0
12332165478953761,69725361.7,39,2.564102564102564
12334433444,0.0,0,0.0
1233451231252123,23246591.2,63,0.0
1233zaazen,62388169.6,28,0.0
12341008,10942.7,2,0.0
1234148932401,0.0,0,0.0
12341846,8898238.1,22,0.0
1234321115,38850126.6,24,0.0
1234455565,10994.5,1,0.0
12345123456,75747159.4,30,0.0
1234566678690,0.0,0,0.0
1234567124567,18085528.299999997,23,0.0
12345676543456789098543,47069976.9,60,1.6666666666666667
1234567810132,13272756.7,36,0.0
123456787654329,261601599.3,100,0.0
12345678901234567890123456567890,532647117.7,184,1.0869565217391304
1234567890192837465,166916803.60000002,85,3.5294117647058822
1234567890qweccrtht,32050044.8,30,0.0
1234567890qwertyuiop,4044115.3,3,0.0
12345678910a,165988948.5,54,1.8518518518518516
1234567898354127873,1932118.1,8,0.0
123456789874561232145678,403350520.9,196,0.5102040816326531
12345678989,0.0,0,0.0
123456789_Kappa,87247717.0,22,0.0
123456789diamond987654321,82692585.2,50,2.0
123456789ftwwtf,0.0,0,0.0
1234567io9872345678765432,152173795.4,127,3.937007874015748
1234576782,0.0,0,0.0
12345gh,22626940.900000002,16,0.0
12346969,0.0,0,0.0
1234865654,60804295.699999996,62,1.6129032258064515
1234derpaa,27678293.5,28,0.0
12391939123,128279638.4,102,0.9803921568627451
12398uf8jg21390,21604816.7,28,3.571428571428571
12399017,8007550.5,18,0.0
123abc321,0.0,1,0.0
123abccba,143637076.8,72,0.0
123amazing123,31146970.9,35,0.0
123curssin123,47539846.1,41,0.0
123franz789,1065886.7,5,0.0
123joshua321,106568596.9,59,0.0
123repulseMe,171401816.4,100,2.0
123sharpshooter123,0.0,1,0.0
1242163634531636,1327290.1,2,0.0
12435674325tyughnb,44676559.0,39,0.0
12435gg,57377043.0,85,0.0
124653tf,12216130.3,6,0.0
124681,10994.5,2,0.0
1249012512908890112890,110987334.69999999,59,0.0
12524,23867227.3,61,0.0
12536475869trhgsdf,17100861.9,47,8.51063829787234
12549,28133341.6,50,0.0
1263512533427542734,0.0,0,0.0
12779,97548656.2,74,4.054054054054054
12839201,0.0,0,0.0
128463821947,1915067.2,9,0.0
12874175635ELITE,1596.8000000000002,2,0.0
128bitbit,49692004.4,50,0.0
1294120970512,38789003.5,30,0.0
129874182,216525280.8,128,0.78125
12DeAgostoAs12HRSe26MIN,24724530.099999998,26,3.8461538461538463
12_gauge_org,61904686.7,32,0.0
12das,1615870.3,16,0.0
1300655506nigga,52672480.9,38,0.0
13012,190629574.9,96,0.0
131312,272108752.8,112,2.6785714285714284
13131424145131312,0.0,0,0.0
1313Lcf,317411509.59999996,95,0.0
131467132,52350558.3,51,0.0
13199708,280699419.2,113,0.0
1321742413,29468800.8,55,3.6363636363636362
132413244231,54911930.5,27,0.0
13244123,0.0,0,0.0
13245456456345234234,0.0,0,0.0
13272310,56589425.199999996,52,0.0
13305678912,0.0,0,0.0
13371337133713337,25825587.0,7,0.0
133742069174,121188152.2,74,1.3513513513513513
1337666133766613376661337,207443973.6,106,0.9433962264150944
133774553644535355354,39960.0,5,0.0
1337Akraken,154152236.5,90,1.1111111111111112
1337_K_REW,15878215.4,17,5.88235294117647
1337_Speak,280462669.7,155,0.0
1337hunter,129031410.6,106,0.0
1337leetSloth,6469171.0,3,0.0
1337lolroflmao,299559068.7,157,3.821656050955414
1337mlg,39270543.4,77,0.0
1337putin,444437378.8,79,3.79746835443038
1343534566,1116841.2,15,13.333333333333334
13457856281,36223078.9,29,0.0
1345adfg,0.0,7,0.0
134679jc333,1152811.0,10,0.0
135781,95874813.4,42,16.666666666666664
1373648137417,238611891.6,116,0.0
137731251236671466147,491243721.8,194,0.0
13971397,496420039.4,200,0.5
1398199813,916083.0,3,0.0
13ird9u,0.0,0,0.0
13lazer,628154956.4,257,0.0
13omadragon,8171712.0,20,0.0
13salva,37472686.5,40,0.0
1408129010,72486505.5,27,0.0
14125161412,0.0,0,0.0
142331415,103126688.2,107,0.0
142412412124142,0.0,1,0.0
14372193,17016354.7,66,1.5151515151515151
143865,73368315.8,43,0.0
1440454,48876668.3,50,2.0
144289919655093823,27329675.500000004,37,0.0
1452221660414,321513938.7,121,0.8264462809917356
1454235887,0.0,1,0.0
145578,185716469.2,78,0.0
1456237,21735915.8,17,0.0
1457184935981,22388052.2,17,5.88235294117647
146847798098,63348.3,9,0.0
14725836900,7219299.1,9,0.0
14747,224795739.8,118,0.0
147532984,122945076.1,86,1.1627906976744187
147751,10942.7,4,0.0
14789633698741,523301681.2,171,0.0
150010792,10955048.600000001,107,0.9345794392523363
150230,142468555.8,108,0.0
1513412123111331,22037.1,4,0.0
151995,13509294.799999999,12,0.0
1522188745,90073025.7,61,0.0
1540359,28024207.2,14,0.0
154352,86009462.9,59,5.084745762711865
1546328127418,65371064.0,23,4.3478260869565215
154930493,62028819.6,32,6.25
15511551,126173177.0,106,1.8867924528301887
155754572,17213750.3,18,0.0
1558,0.0,0,0.0
15632897,401575910.1,161,0.0
156s6a32f15r,0.0,0,0.0
15738583,0.0,0,0.0
157645,421164873.8,279,0.35842293906810035
15832789427,193562095.3,92,1.0869565217391304
1591240764,59316483.8,89,0.0
15934,282663092.8,104,3.8461538461538463
159zse159,713761610.0,239,0.0
1607426135,1670714.7,12,0.0
1626466724893520,84626069.0,52,3.8461538461538463
163050995,0.0,5,0.0
16362426247,52134656.8,41,0.0
16395,7537579.0,9,0.0
16538,562412294.6,123,1.6260162601626018
16748438,1575838.0,15,0.0
169420666,39121364.300000004,35,2.857142857142857
16PALEFANS,0.0,0,0.0
17-04-2000,74674660.6,67,0.0
17101710,199075846.2,117,4.273504273504273
1711338513531,36601751.0,24,0.0
171516,289345309.1,181,1.6574585635359116
17291799,17868663.099999998,15,0.0
172954833,0.0,14,0.0
173902,39960.0,2,0.0
1739902091026,4755587.9,40,0.0
174561864923145,62700248.4,39,0.0
174gamecuman700kngkakak,19815376.1,18,16.666666666666664
17731773,42765400.3,36,0.0
177652,102519058.0,22,0.0
1782304562324567,0.0,0,0.0
17829463213,74296654.8,62,0.0
1800-Ricohut,110846936.5,75,2.666666666666667
1800CIA,0.0,0,0.0
1800FkMyVajj,3024832.1,3,0.0
1801010101,0.0,0,0.0
18023009,10942.7,1,0.0
180577,34374721.9,52,0.0
18062002,0.0,0,0.0
18082001,72381227.8,62,0.0
18228272828,220009460.1,118,2.5423728813559325
182748927838783778382,6248132.300000001,13,0.0
182828282,27967710.2,25,0.0
18283848,97122222.80000001,56,0.0
1829369648,0.0,1,0.0
1838482928505,0.0,0,0.0
18481,318860752.7,115,1.7391304347826086
1850172512752815,461658.89999999997,19,0.0
18504965711,112581201.39999999,46,0.0
1859082899,4492997.0,9,0.0
1870380085,14151567.0,25,0.0
1873410337,52415674.300000004,28,3.571428571428571
1875489156748,37199570.1,36,2.7777777777777777
187625,55460503.0,105,0.9523809523809524
18855881,360350455.9,139,0.0
1889999999999999,60967983.9,25,0.0
1892322575,0.0,0,0.0
19-20-5-20-27-5-18,22650824.6,22,4.545454545454546
190120001826,0.0,2,0.0
1920410,173672687.1,58,0.0
19210801,9509921.8,37,0.0
1922001,46287443.4,62,0.0
1930234,111777391.5,36,0.0
19365,215371432.4,87,0.0
19372250,313393280.2,108,0.0
1937648259137856lkjnoik,0.0,2,0.0
1944086851,2100483.6,10,0.0
1947CARROTS,4424039.1,17,0.0
194847383,53820732.7,59,3.389830508474576
1956aa1,278165413.5,90,0.0
195862,118478505.5,56,1.7857142857142856
19702316748,173019647.29999998,86,0.0
19720911,0.0,4,0.0
19724,0.0,0,0.0
19820182123,23987532.5,10,0.0
1994dbc,139057688.4,98,0.0
1997-07-06_J077,50954.5,2,0.0
19990923,21199153.299999997,21,4.761904761904762
199A,23403474.2,23,0.0
19te_Polska,178138967.7,54,1.8518518518518516
1Aztec1,0.0,0,0.0
1BUCK80,60352835.6,22,0.0
1GN33L,7923148.8,14,0.0
1MLG2U,46927415.0,58,3.4482758620689653
1NFR33,143758182.9,78,0.0
1R1M1,27578519.3,43,4.651162790697675
1UK33Y,22650748.0,20,0.0
1Yoshi1,0.0,0,0.0
1_Taipan,21834224.4,15,0.0
1a1u14,62819677.7,69,2.898550724637681
1dog636,151592361.5,81,0.0
1epicninja,101890120.7,60,5.0
1iam1iam1iam,152428828.7,64,3.125
1jamesn4,90724154.3,66,1.5151515151515151
1qaz2wwx010,2662095.1,21,0.0
1silentsniper1,315065405.4,203,0.0
1snap,234117007.7,122,3.278688524590164
1stBLUE-COW,36367182.199999996,42,2.380952380952381
1stJamestar,0.0,0,0.0
1stpionpaul,298414661.7,115,0.0
1sttperson,55103231.2,35,0.0
1stutie,0.0,0,0.0
1tee,0.0,0,0.0
1v08,0.0,0,0.0
1v1meguy,148619081.29999998,72,1.3888888888888888
1v1meinclubpenguinscrub,32836283.099999998,20,0.0
1v1mim8,74975668.4,55,0.0
20001978,0.0,0,0.0
2000jtc,131638268.1,53,0.0
2001911,39960.0,3,0.0
200220006,288028139.2,119,0.8403361344537815
20041213,39960.0,23,0.0
200719917302,113035261.0,44,0.0
200px-spy-taunt-laugh,6534918.6,13,7.6923076923076925
2011-2013,0.0,0,0.0
2011368123,419972885.2,172,0.0
20115011,39960.0,2,0.0
205723552,50954.5,11,0.0
2080308,67855283.4,67,1.4925373134328357
2092000666,7680731.7,23,0.0
210396,0.0,0,0.0
210519992016,92742606.9,62,1.6129032258064515
21072013,5058269.6,17,0.0
211011374,87681265.1,24,0.0
21129393,1105846.7,9,0.0
2114521846341684,14671829.899999999,8,0.0
2121312,50902.7,15,0.0
2125125126,7794.599999999999,3,0.0
212blair212,413401.8,7,0.0
213123123132,5090861.100000001,44,0.0
21321112399,22132287.2,12,0.0
2139093311,39960.0,1,0.0
215251,55341047.599999994,28,0.0
216712138,147703471.7,63,0.0
218939137821738213127983,115834498.8,56,0.0
219121912191,433468.5,9,0.0
21d12cd,0.0,0,0.0
21lord21drag,2680659.0,5,0.0
22109203,123597308.8,78,0.0
222081994,64231812.0,22,0.0
2222224444555985,23974393.6,24,0.0
2222455,128798700.8,84,0.0
22331144,0.0,0,0.0
2233dog15,45125520.7,14,0.0
22491987,46218278.6,48,0.0
22502250,122436082.9,67,0.0
225544,125487029.2,61,1.639344262295082
225555,42716069.2,9,11.11111111111111
226rep,8845380.6,8,0.0
2271531450,6392041.4,17,0.0
2288888888,0.0,0,0.0
2293371488,22191425.8,18,0.0
23012003,1068191.7999999998,15,6.666666666666667
231091,475864345.1,144,0.6944444444444444
2311985201258745633313,31014488.9,30,0.0
231321455,27921230.2,26,7.6923076923076925
23142433253545,91161184.1,72,0.0
23184798,7136365.9,26,3.8461538461538463
2323534545,152871309.9,114,0.8771929824561403
233433,662703.6000000001,5,0.0
2342526,102833151.5,48,0.0
23434454365463446754546576e45646,92012301.9,86,2.3255813953488373
2345254252312312,0.0,0,0.0
234556232,0.0,0,0.0
2345XXXXX,43369591.0,33,0.0
234671,12500888.1,22,0.0
235269,253501270.0,81,1.2345679012345678
235324234732,133848.7,23,0.0
235377777,0.0,0,0.0
2362,0.0,0,0.0
2364786499,103896856.7,44,2.272727272727273
23745736,95506403.60000001,56,1.7857142857142856
2378695,5067413.2,2,0.0
2390746539217,59576756.5,23,4.3478260869565215
23974656456,97225848.3,75,1.3333333333333335
2398,23606125.200000003,16,0.0
23Batman05,235325574.4,126,2.380952380952381
23jesus23,83023082.2,59,0.0
24045681579016271,1338284.6,4,0.0
24101738,0.0,28,3.571428571428571
243567890,4431793.1,5,0.0
2435689,68555025.1,46,0.0
2435764824567835,15068542.4,22,0.0
24453,159635120.8,55,1.8181818181818181
2448531,54361942.0,70,0.0
24532453,173599836.8,81,0.0
24596,68519591.6,85,0.0
24681256447,7598304.699999999,11,0.0
246823,32707543.6,21,4.761904761904762
247211,184239928.1,101,1.9801980198019802
2479742,252131385.0,95,2.1052631578947367
248392584,6093478.6,6,0.0
248482,535825642.0,243,0.0
24862345243,34057088.4,23,0.0
24902,75801994.2,36,0.0
249758,641901151.7,133,0.7518796992481203
24BallerJK,3114259.1,6,0.0
24CmRuler,148097002.9,62,0.0
24thADF,0.0,0,0.0
25050,151008410.1,64,1.5625
25061841,3214550.6,11,0.0
25122004,0.0,0,0.0
25230405,111863359.9,74,0.0
25231341243,1841168.3,18,0.0
2539428377924,62424432.9,77,0.0
2547887,0.0,0,0.0
256565,22293603.1,13,0.0
2571,897772748.4,448,0.4464285714285714
258585686,0.0,0,0.0
259987556434546,177750907.7,75,0.0
25_Years_Since_Freddie,57343413.8,27,14.814814814814813
26070,70939524.5,32,0.0
2608739,14938.7,4,25.0
26292919,22526797.5,40,0.0
2647891,1442929.9,5,20.0
2688789326887893,23299501.799999997,48,0.0
269485,321462421.5,101,0.0
269790,0.0,0,0.0
27073108,200836194.5,94,2.127659574468085
27601MCM,53567661.3,50,2.0
27649735,0.0,2,0.0
2768820078,274030673.2,63,0.0
279519365,208042953.1,57,1.7543859649122806
27dnguyen,18775665.5,10,0.0
28019769,378723735.6,90,0.0
28042005,0.0,0,0.0
2811Moonlight,0.0,0,0.0
2813124704213241234,0.0,0,0.0
2826,12730989.9,4,0.0
2828838282,0.0,0,0.0
28663,0.0,0,0.0
2891723967123,318192120.7,128,1.5625
28yelkco,47191481.0,31,0.0
29017637452801,40184935.3,52,0.0
2910463,0.0,0,0.0
291129112911291129112911,32073955.9,49,0.0
29123,57850564.6,36,11.11111111111111
2933725,0.0,1,0.0
2987654235,0.0,2,0.0
29998000,35702535.199999996,39,0.0
2Chill,204152464.9,84,2.380952380952381
2Degrees,173750004.0,62,0.0
2EzRogueDH,29572718.799999997,8,37.5
2JZEEEEBABY,144186758.4,52,3.8461538461538463
2Lethal,199967657.4,85,2.3529411764705883
2Ryo2Know,23182952.1,25,0.0
2S2CUnknown,0.0,0,0.0
2Ta4,393659674.6,302,0.0
2ZESTY4ME,79782229.4,68,0.0
2amigosupremos753,0.0,1,0.0
2coop4,0.0,0,0.0
2cq,269002108.5,230,0.0
2d4nk4m3,105141788.1,131,0.7633587786259541
2edgy4youboi,142043896.3,70,4.285714285714286
2ez2xl,36996024.4,46,2.1739130434782608
2ez4medick,9919344.5,21,0.0
2fast4u271,22054282.7,26,0.0
2g00d4u,1776743.0,9,0.0
2greasy,162430712.4,50,0.0
2ik4tf,18090276.7,16,6.25
2kewl4you,0.0,1,0.0
2lstgun,14670859.6,26,3.8461538461538463
2matoe,8582862.200000001,12,0.0
2muchred,144058064.6,96,0.0
2nerdssemvida,21719614.1,72,0.0
2pacisaliveincuba,268082647.6,146,0.0
2ptwisted,7162694.1,15,0.0
2red12,328874390.8,134,0.7462686567164178
2sBs,248595400.6,126,3.968253968253968
2sd31,35087409.0,8,0.0
2seggy4um8havalook,1563776.2,7,0.0
2she,20313359.400000002,29,0.0
2slippy,0.0,0,0.0
2sneaky5u,374432422.9,187,0.53475935828877
2spookis,236689970.6,150,0.6666666666666667
2spooky,553943812.0,209,1.4354066985645932
2unimaginative4u,6366946.300000001,20,0.0
2v1meyoucheekyscrub,86387983.2,32,0.0
2xDelorean,49657068.9,41,4.878048780487805
30035115,159557990.8,54,0.0
300499,0.0,0,0.0
300799,10942.7,2,0.0
30102002,10577269.200000001,26,3.8461538461538463
3021Daniel,152089529.5,51,1.9607843137254901
3038070,7737267.799999999,2,0.0
3046123,150433158.1,63,1.5873015873015872
305010,66544884.5,39,0.0
30699,31269022.299999997,25,0.0
313134,329874334.8,154,0.0
314155156915923,13293171.3,25,4.0
31456576727471577757175717,1099701.6,10,0.0
31575,49289409.599999994,60,0.0
317733235,39691300.9,41,0.0
317984739321,64960536.199999996,56,14.285714285714285
317jim,10942.7,12,0.0
318941651,32320187.1,31,0.0
3197,60934848.0,38,7.894736842105263
320RustPro,4068691.0,5,0.0
3214213216,36363138.5,67,0.0
321541,15168816.1,17,0.0
3265899423,64296901.4,51,0.0
326759263846544,263280576.20000002,244,0.4098360655737705
329838102,14631843.899999999,15,0.0
32bitmaximus,182991601.9,53,1.8867924528301887
33215469,0.0,0,0.0
33275,230378.2,8,0.0
333112,0.0,0,0.0
333333259,1941600.5999999999,12,0.0
33334scat,66417192.2,38,2.631578947368421
333666333111,30782166.0,19,0.0
333hab,216962336.3,144,0.0
33442,3574515.4,4,0.0
334756875,79784367.9,87,3.4482758620689653
33y4htq32yehrbvwdq3t4ergv,0.0,0,0.0
34234252sd,3387590.1,11,0.0
3423523425433425,243059983.1,94,1.0638297872340425
343221221,52785309.5,34,2.941176470588235
34324132,68533625.5,30,3.3333333333333335
343574890,23380331.299999997,24,0.0
34383536,13115643.1,9,0.0
343rox,37487206.8,18,0.0
34451,0.0,1,0.0
345236261,0.0,0,0.0
34543543355,0.0,0,0.0
3456457568,80391089.1,51,0.0
34565754,39048569.9,24,0.0
3456669133723,3103316.4,3,0.0
345675,224597126.7,105,2.857142857142857
34568535890075433578,72837998.0,38,0.0
34573671264yi,66353637.4,57,1.7543859649122806
345827357205098,32624979.5,23,0.0
346143872,0.0,0,0.0
3496148694969,219175032.5,106,0.0
350176,16672663.899999999,24,0.0
350241,378112856.9,154,0.0
352039981386723,52168801.8,25,0.0
3523436346,204236523.7,83,0.0
35353534,44831126.5,29,3.4482758620689653
3546873516354,0.0,0,0.0
35475,328308114.1,115,0.8695652173913043
3548548564856498484894,358278505.9,131,1.5267175572519083
3551,0.0,0,0.0
3565Jason,24706599.1,14,7.142857142857142
36033,0.0,17,0.0
360NoScopeMLGBLAZEGirlGamer69,7656598.6,6,0.0
360j1mmy,593302655.3,202,0.9900990099009901
3635,26004310.1,71,0.0
363997099,8883556.0,4,0.0
36864,35608846.1,21,0.0
369231461278416,121012434.1,78,0.0
36_T,317100410.2,180,1.6666666666666667
37122831,0.0,0,0.0
373848099,120981917.10000001,80,0.0
37751128,0.0,0,0.0
37755753,278300951.0,90,8.88888888888889
378366354,92655247.69999999,61,0.0
37891266723,202062036.6,109,0.0
380012,22068964.5,16,0.0
381644,168457613.2,65,0.0
38174962156174513,56411822.6,19,0.0
38189307,27522885.4,17,0.0
387561,23703873.5,12,0.0
38927497,963007310.9,414,0.0
38y685ie4e89r78,1051802.0,6,0.0
391204566,194460184.3,68,0.0
3956835u4696840,0.0,0,0.0
3Ldota,4930360.9,4,25.0
3X5G3,0.0,0,0.0
3dster,165997396.9,87,1.1494252873563218
3eBpA,88760288.3,105,0.0
3lAckCAt,26573846.6,64,1.5625
3mike,100665877.9,58,0.0
3mperi0,26678961.7,20,0.0
3nsoniq,0.0,0,0.0
3nv3y,206957379.8,108,0.0
3ring,8365863.300000001,21,0.0
3stantedja,10942.7,2,0.0
3teGZ_Rorschach,212084560.2,62,6.451612903225806
3th3,79479781.39999999,60,11.666666666666666
3vild33d,28197916.099999998,34,0.0
3xU,264355398.6,130,0.7692307692307693
3xc4l18urblue,60160970.2,35,0.0
3xotic26,207731861.9,118,2.5423728813559325
400primetopkeks,23465140.3,15,0.0
